Crime_type,Crime_address,City,Agency,Crime_date,Crime_time,Crime_address1,Crime_long,Crime_lat
Larceny,300 block Eureka St,Syracuse,Syracuse,6/8/17,12:30 p.m.,300 block Eureka St   Syracuse,NA,NA
Robbery,600 block Pond St,Syracuse,Syracuse,6/8/17,2:05 p.m.,600 block Pond St   Syracuse,NA,NA
Aggravated assault,700 block N  Salina St,Syracuse,Syracuse,6/7/17,8:00 a.m.-8:15 a.m.,700 block N  Salina St   Syracuse,NA,NA
Aggravated assault,600 block N  State St,Syracuse,Syracuse,6/7/17,2:45 p.m.-12:26 p.m.,600 block N  State St   Syracuse,NA,NA
Aggravated assault,900 block Glenwood Av,Syracuse,Syracuse,6/7/17,1:47 p.m.,900 block Glenwood Av   Syracuse,NA,NA
Aggravated assault,0 block Shonnard St,Syracuse,Syracuse,6/7/17,9:50 p.m.,0 block Shonnard St   Syracuse,NA,NA
Burglary,300 block Hudson St,Syracuse,Syracuse,6/7/17,9:48 a.m.,300 block Hudson St   Syracuse,NA,NA
Burglary,900 block Ackerman Av,Syracuse,Syracuse,6/7/17,8:02 p.m.,900 block Ackerman Av   Syracuse,NA,NA
Burglary,1100 block W  Colvin St,Syracuse,Syracuse,6/7/17,8:51 p.m.,1100 block W  Colvin St   Syracuse,NA,NA
Larceny,800 block N  Salina St,Syracuse,Syracuse,6/7/17,7:00 a.m.-7:26 a.m.,800 block N  Salina St   Syracuse,NA,NA
Larceny,100 block New St,Syracuse,Syracuse,6/7/17,11:30 a.m.,100 block New St   Syracuse,NA,NA
Larceny,700 block First North St,Syracuse,Syracuse,6/7/17,2:19 p.m.,700 block First North St   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,6/7/17,5:18 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,1000 block E  Genesee St,Syracuse,Syracuse,6/7/17,8:15 a.m.-11:22 a.m.,1000 block E  Genesee St   Syracuse,NA,NA
Larceny,900 block Glencove Rd,Syracuse,Syracuse,6/7/17,1:35 p.m.-3:00 p.m.,900 block Glencove Rd   Syracuse,NA,NA
Vehicle theft,100 block Grove St,Syracuse,Syracuse,6/7/17,8:10 p.m.,100 block Grove St   Syracuse,NA,NA
Aggravated assault,400 block James St,Syracuse,Syracuse,6/6/17,9:51 p.m.,400 block James St   Syracuse,NA,NA
Aggravated assault,700 block E  Adams St,Syracuse,Syracuse,6/6/17,11:49 p.m.,700 block E  Adams St   Syracuse,NA,NA
Burglary,1400 block E  Genesee St,Syracuse,Syracuse,6/6/17,12:53 a.m.,1400 block E  Genesee St   Syracuse,NA,NA
Burglary,400 block S  Salina St,Syracuse,Syracuse,6/6/17,9:31 a.m.,400 block S  Salina St   Syracuse,NA,NA
Burglary,200 block Beecher St,Syracuse,Syracuse,6/6/17,1:28 p.m.,200 block Beecher St   Syracuse,NA,NA
Burglary,400 block Westmoreland Av,Syracuse,Syracuse,6/6/17,9:00 a.m.-3:45 p.m.,400 block Westmoreland Av   Syracuse,NA,NA
Burglary,300 block Martin Luther King      W,Syracuse,Syracuse,6/6/17,10:26 p.m.,300 block Martin Luther King      W   Syracuse,NA,NA
Larceny,700 block E  Colvin St,Syracuse,Syracuse,6/6/17,10:30 p.m.-7:30 a.m.,700 block E  Colvin St   Syracuse,NA,NA
Larceny,3300 block Midland Av,Syracuse,Syracuse,6/6/17,11:30 a.m.-11:45 a.m.,3300 block Midland Av   Syracuse,NA,NA
Larceny,100 block Cheney St,Syracuse,Syracuse,6/6/17,2:44 p.m.,100 block Cheney St   Syracuse,NA,NA
Larceny,900 block James St,Syracuse,Syracuse,6/6/17,5:00 p.m.,900 block James St   Syracuse,NA,NA
Larceny,300 block W  Washington St,Syracuse,Syracuse,6/6/17,6:06 p.m.,300 block W  Washington St   Syracuse,NA,NA
Larceny,100 block Edmund Av,Syracuse,Syracuse,6/6/17,7:00 p.m.,100 block Edmund Av   Syracuse,NA,NA
Larceny,100 block Wood Av,Syracuse,Syracuse,6/6/17,8:25 p.m.,100 block Wood Av   Syracuse,NA,NA
Vehicle theft,500 block S  State St,Syracuse,Syracuse,6/6/17,10:54 a.m.,500 block S  State St   Syracuse,NA,NA
Aggravated assault,1600 block W  Colvin St,Syracuse,Syracuse,6/5/17,2:28 p.m.,1600 block W  Colvin St   Syracuse,NA,NA
Burglary,2500 block Valley Dr,Syracuse,Syracuse,6/5/17,4:30 p.m.-7:00 a.m.,2500 block Valley Dr   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,6/5/17,9:02 a.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,6/5/17,12:08 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,6/5/17,1:54 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,6/5/17,2:06 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,1000 block W  Genessee St,Syracuse,Syracuse,6/5/17,2:30 p.m.,1000 block W  Genessee St   Syracuse,NA,NA
Larceny,300 block Lexington Av,Syracuse,Syracuse,6/5/17,12:00 p.m.-5:00 p.m.,300 block Lexington Av   Syracuse,NA,NA
Larceny,400 block Butternut St,Syracuse,Syracuse,6/5/17,5:40 p.m.,400 block Butternut St   Syracuse,NA,NA
Larceny,1600 block Saltsprings Rd,Syracuse,Syracuse,6/5/17,6:01 a.m.-9:35 a.m.,1600 block Saltsprings Rd   Syracuse,NA,NA
Larceny,200 block Harrison St,Syracuse,Syracuse,6/5/17,8:05 a.m.,200 block Harrison St   Syracuse,NA,NA
Larceny,700 block Irving Av,Syracuse,Syracuse,6/5/17,6:50 a.m.-3:40 p.m.,700 block Irving Av   Syracuse,NA,NA
Vehicle theft,400 block Pond St,Syracuse,Syracuse,6/5/17,6:50 p.m.-6:59 a.m.,400 block Pond St   Syracuse,NA,NA
Aggravated assault,1000 block S  Townsend St,Syracuse,Syracuse,6/4/17,1:18 a.m.,1000 block S  Townsend St   Syracuse,NA,NA
Aggravated assault,700 block E  Adams St,Syracuse,Syracuse,6/4/17,1:19 a.m.,700 block E  Adams St   Syracuse,NA,NA
Aggravated assault,400 block James St,Syracuse,Syracuse,6/4/17,10:49 p.m.,400 block James St   Syracuse,NA,NA
Burglary,300 block Tully St,Syracuse,Syracuse,6/4/17,3:03 a.m.,300 block Tully St   Syracuse,NA,NA
Burglary,700 block Pond St,Syracuse,Syracuse,6/4/17,12:00 a.m.-1:00 a.m.,700 block Pond St   Syracuse,NA,NA
Burglary,100 block Lafayette Rd,Syracuse,Syracuse,6/4/17,7:12 p.m.,100 block Lafayette Rd   Syracuse,NA,NA
Burglary,100 block Grace St,Syracuse,Syracuse,6/4/17,8:50 p.m.,100 block Grace St   Syracuse,NA,NA
Larceny,300 block Burt St,Syracuse,Syracuse,6/4/17,8:01 a.m.,300 block Burt St   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,6/4/17,4:43 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,200 block Willumae Dr,Syracuse,Syracuse,6/4/17,9:44 p.m.,200 block Willumae Dr   Syracuse,NA,NA
Larceny,2900 block Erie Blvd E,Syracuse,Syracuse,6/4/17,1:00 p.m.-2:00 p.m.,2900 block Erie Blvd E   Syracuse,NA,NA
Larceny,500 block Valley Dr,Syracuse,Syracuse,6/4/17,11:30 p.m.-11:40 p.m.,500 block Valley Dr   Syracuse,NA,NA
Larceny,300 block W  Kirkpatrick St,Syracuse,Syracuse,6/4/17,8:30 a.m.-1:00 p.m.,300 block W  Kirkpatrick St   Syracuse,NA,NA
Vehicle theft,100 block Eastman Av,Syracuse,Syracuse,6/4/17,5:45 a.m.-6:20 a.m.,100 block Eastman Av   Syracuse,NA,NA
Vehicle theft,500 block E  Brighton Av,Syracuse,Syracuse,6/4/17,4:30 p.m.-7:30 a.m.,500 block E  Brighton Av   Syracuse,NA,NA
Aggravated assault,100 block W  Lynhurst Av,Syracuse,Syracuse,6/3/17,6:40 a.m.-7:00 a.m.,100 block W  Lynhurst Av   Syracuse,NA,NA
Aggravated assault,1100 block South Av,Syracuse,Syracuse,6/3/17,2:41 p.m.,1100 block South Av   Syracuse,NA,NA
Burglary,200 block Fayette Blvd,Syracuse,Syracuse,6/3/17,9:00 p.m.-11:45 a.m.,200 block Fayette Blvd   Syracuse,NA,NA
Burglary,300 block Hudson St,Syracuse,Syracuse,6/3/17,1:45 p.m.-5:08 p.m.,300 block Hudson St   Syracuse,NA,NA
Burglary,300 block Court St,Syracuse,Syracuse,6/3/17,5:15 p.m.-8:30 p.m.,300 block Court St   Syracuse,NA,NA
Larceny,100 block E  Colvin St,Syracuse,Syracuse,6/3/17,2:00 a.m.-3:00 a.m.,100 block E  Colvin St   Syracuse,NA,NA
Larceny,100 block Wood Av,Syracuse,Syracuse,6/3/17,1:00 p.m.,100 block Wood Av   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,6/3/17,3:56 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,6/3/17,5:48 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,300 block S  Warren St,Syracuse,Syracuse,6/3/17,7:00 p.m.-8:30 p.m.,300 block S  Warren St   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,6/3/17,8:47 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,100 block Simon Dr,Syracuse,Syracuse,6/3/17,5:00 p.m.,100 block Simon Dr   Syracuse,NA,NA
Larceny,1000 block S  Clinton St,Syracuse,Syracuse,6/3/17,7:00 p.m.-5:00 a.m.,1000 block S  Clinton St   Syracuse,NA,NA
Larceny,400 block Comstock Av,Syracuse,Syracuse,6/3/17,4:00 p.m.-3:00 a.m.,400 block Comstock Av   Syracuse,NA,NA
Robbery,700 block E  Adams St,Syracuse,Syracuse,6/3/17,12:22 a.m.,700 block E  Adams St   Syracuse,NA,NA
Aggravated assault,600 block Robinson St,Syracuse,Syracuse,6/2/17,10:45 p.m.-11:00 p.m.,600 block Robinson St   Syracuse,NA,NA
Burglary,100 block W  Division St,Syracuse,Syracuse,6/2/17,6:30 p.m.-6:00 a.m.,100 block W  Division St   Syracuse,NA,NA
Burglary,100 block Wood Av,Syracuse,Syracuse,6/2/17,9:00 a.m.-1:00 p.m.,100 block Wood Av   Syracuse,NA,NA
Burglary,100 block Dearborn Pl,Syracuse,Syracuse,6/2/17,2:15 p.m.-2:36 p.m.,100 block Dearborn Pl   Syracuse,NA,NA
Larceny,300 block Catherine St,Syracuse,Syracuse,6/2/17,10:57 a.m.,300 block Catherine St   Syracuse,NA,NA
Larceny,100 block Air Cargo Rd,Syracuse,Syracuse,6/2/17,11:54 a.m.,100 block Air Cargo Rd   Syracuse,NA,NA
Larceny,200 block W  Newell St,Syracuse,Syracuse,6/2/17,2:29 p.m.,200 block W  Newell St   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,6/2/17,8:40 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,1100 block Teall Av,Syracuse,Syracuse,6/2/17,4:30 p.m.-9:00 a.m.,1100 block Teall Av   Syracuse,NA,NA
Larceny,300 block N  Salina St,Syracuse,Syracuse,6/2/17,1:25 p.m.,300 block N  Salina St   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,6/2/17,5:00 p.m.-5:05 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,600 block James St,Syracuse,Syracuse,6/2/17,10:20 p.m.-11:55 p.m.,600 block James St   Syracuse,NA,NA
Robbery,600 block Butternut St,Syracuse,Syracuse,6/2/17,2:00 p.m.-2:30 p.m.,600 block Butternut St   Syracuse,NA,NA
Aggravated assault,900 block Butternut St,Syracuse,Syracuse,6/1/17,1:09 a.m.,900 block Butternut St   Syracuse,NA,NA
Aggravated assault,1 block Destiny Usa Dr,Syracuse,Syracuse,6/1/17,6:29 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,200 block N  State St,Syracuse,Syracuse,6/1/17,7:47 a.m.,200 block N  State St   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,6/1/17,9:45 a.m.-11:30 a.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,100 block Hartson St,Syracuse,Syracuse,6/1/17,3:19 p.m.,100 block Hartson St   Syracuse,NA,NA
Larceny,400 block S  Salina St,Syracuse,Syracuse,6/1/17,10:13 a.m.-12:00 p.m.,400 block S  Salina St   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,6/1/17,5:41 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,100 block Richmond Av,Syracuse,Syracuse,6/1/17,11:30 a.m.-12:30 p.m.,100 block Richmond Av   Syracuse,NA,NA
Larceny,600 block Park Av,Syracuse,Syracuse,6/1/17,8:00 a.m.,600 block Park Av   Syracuse,NA,NA
Larceny,400 block S  Clinton St,Syracuse,Syracuse,6/1/17,1:00 a.m.-1:15 p.m.,400 block S  Clinton St   Syracuse,NA,NA
Larceny,0 block Walsh Cir,Syracuse,Syracuse,6/1/17,12:30 p.m.-12:35 p.m.,0 block Walsh Cir   Syracuse,NA,NA
Robbery,600 block Hiawatha Blvd W,Syracuse,Syracuse,6/1/17,1:59 a.m.,600 block Hiawatha Blvd W   Syracuse,NA,NA
Robbery,300 block Prospect Av,Syracuse,Syracuse,6/1/17,2:38 a.m.,300 block Prospect Av   Syracuse,NA,NA
Robbery,900 block E  Genesee St,Syracuse,Syracuse,6/1/17,11:46 p.m.,900 block E  Genesee St   Syracuse,NA,NA
Vehicle theft,3300 block James St,Syracuse,Syracuse,6/1/17,12:44 p.m.,3300 block James St   Syracuse,NA,NA
Aggravated assault,400 block James St,Syracuse,Syracuse,5/31/17,12:59 a.m.,400 block James St   Syracuse,NA,NA
Aggravated assault,100 block Ford Av,Syracuse,Syracuse,5/31/17,5:35 a.m.-5:37 a.m.,100 block Ford Av   Syracuse,NA,NA
Aggravated assault,300 block Prospect Av,Syracuse,Syracuse,5/31/17,11:03 p.m.,300 block Prospect Av   Syracuse,NA,NA
Burglary,100 block N  Townsend Pl,Syracuse,Syracuse,5/31/17,9:00 a.m.-9:36 a.m.,100 block N  Townsend Pl   Syracuse,NA,NA
Burglary,300 block Riegal St,Syracuse,Syracuse,5/31/17,5:30 p.m.-7:00 a.m.,300 block Riegal St   Syracuse,NA,NA
Burglary,100 block Hillsdale Av,Syracuse,Syracuse,5/31/17,7:38 a.m.,100 block Hillsdale Av   Syracuse,NA,NA
Larceny,300 block S  Salina St,Syracuse,Syracuse,5/31/17,8:59 a.m.,300 block S  Salina St   Syracuse,NA,NA
Larceny,500 block S  State St,Syracuse,Syracuse,5/31/17,9:36 a.m.,500 block S  State St   Syracuse,NA,NA
Larceny,1100 block Bellevue Av,Syracuse,Syracuse,5/31/17,1:10 p.m.,1100 block Bellevue Av   Syracuse,NA,NA
Larceny,300 block Burt St,Syracuse,Syracuse,5/31/17,12:00 a.m.-9:00 a.m.,300 block Burt St   Syracuse,NA,NA
Larceny,400 block S  Salina St,Syracuse,Syracuse,5/31/17,11:45 a.m.-2:20 p.m.,400 block S  Salina St   Syracuse,NA,NA
Larceny,1500 block Bellevue Av,Syracuse,Syracuse,5/31/17,12:00 a.m.-2:00 p.m.,1500 block Bellevue Av   Syracuse,NA,NA
Larceny,600 block James St,Syracuse,Syracuse,5/31/17,6:58 p.m.,600 block James St   Syracuse,NA,NA
Larceny,500 block S  State St,Syracuse,Syracuse,5/31/17,9:40 p.m.,500 block S  State St   Syracuse,NA,NA
Larceny,1500 block Glenwood Av,Syracuse,Syracuse,5/31/17,4:25 a.m.-4:35 a.m.,1500 block Glenwood Av   Syracuse,NA,NA
Larceny,100 block Feigel Av,Syracuse,Syracuse,5/31/17,11:00 p.m.-6:00 a.m.,100 block Feigel Av   Syracuse,NA,NA
Aggravated assault,1200 block Park St,Syracuse,Syracuse,5/30/17,2:38 a.m.,1200 block Park St   Syracuse,NA,NA
Aggravated assault,600 block Oswego St,Syracuse,Syracuse,5/30/17,5:50 a.m.-5:55 a.m.,600 block Oswego St   Syracuse,NA,NA
Aggravated assault,400 block Harwood Av,Syracuse,Syracuse,5/30/17,10:00 a.m.,400 block Harwood Av   Syracuse,NA,NA
Burglary,600 block Burnet Av,Syracuse,Syracuse,5/30/17,10:17 a.m.,600 block Burnet Av   Syracuse,NA,NA
Burglary,1400 block Midland Av,Syracuse,Syracuse,5/30/17,3:34 p.m.,1400 block Midland Av   Syracuse,NA,NA
Larceny,700 block First North St,Syracuse,Syracuse,5/30/17,1:54 p.m.,700 block First North St   Syracuse,NA,NA
Larceny,300 block Catherine St,Syracuse,Syracuse,5/30/17,7:21 p.m.,300 block Catherine St   Syracuse,NA,NA
Larceny,700 block Westcott St,Syracuse,Syracuse,5/30/17,7:10 a.m.,700 block Westcott St   Syracuse,NA,NA
Larceny,700 block W  Genesee St,Syracuse,Syracuse,5/30/17,11:15 a.m.-11:00 p.m.,700 block W  Genesee St   Syracuse,NA,NA
Robbery,500 block W  Colvin St,Syracuse,Syracuse,5/30/17,11:15 a.m.-11:20 a.m.,500 block W  Colvin St   Syracuse,NA,NA
Vehicle theft,500 block S  Salina St,Syracuse,Syracuse,5/30/17,12:47 a.m.,500 block S  Salina St   Syracuse,NA,NA
Vehicle theft,400 block E  Division St,Syracuse,Syracuse,5/30/17,12:00 a.m.-3:00 a.m.,400 block E  Division St   Syracuse,NA,NA
Aggravated assault,300 block S  Salina St,Syracuse,Syracuse,5/29/17,2:24 a.m.,300 block S  Salina St   Syracuse,NA,NA
Aggravated assault,300 block S  Geddes St,Syracuse,Syracuse,5/29/17,2:28 p.m.,300 block S  Geddes St   Syracuse,NA,NA
Larceny,200 block Merriman Av,Syracuse,Syracuse,5/29/17,11:15 a.m.,200 block Merriman Av   Syracuse,NA,NA
Larceny,4700 block Onondaga Blvd,Syracuse,Syracuse,5/29/17,12:15 p.m.-12:30 p.m.,4700 block Onondaga Blvd   Syracuse,NA,NA
Larceny,4100 block S  Salina St,Syracuse,Syracuse,5/29/17,12:54 p.m.,4100 block S  Salina St   Syracuse,NA,NA
Larceny,300 block Catherine St,Syracuse,Syracuse,5/29/17,1:12 p.m.,300 block Catherine St   Syracuse,NA,NA
Larceny,1000 block Lodi St,Syracuse,Syracuse,5/29/17,6:47 p.m.-6:55 p.m.,1000 block Lodi St   Syracuse,NA,NA
Larceny,200 block W  Jefferson St,Syracuse,Syracuse,5/29/17,7:30 p.m.-8:30 p.m.,200 block W  Jefferson St   Syracuse,NA,NA
Larceny,500 block James St,Syracuse,Syracuse,5/29/17,11:02 p.m.,500 block James St   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,5/29/17,3:00 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,500 block Erie Blvd W,Syracuse,Syracuse,5/29/17,8:00 p.m.-12:00 p.m.,500 block Erie Blvd W   Syracuse,NA,NA
Larceny,200 block Coleridge Av,Syracuse,Syracuse,5/29/17,1:00 p.m.,200 block Coleridge Av   Syracuse,NA,NA
Larceny,200 block Hiawatha Blvd W,Syracuse,Syracuse,5/29/17,5:50 p.m.-7:55 p.m.,200 block Hiawatha Blvd W   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,5/29/17,12:00 p.m.-6:00 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Robbery,400 block Delaware St,Syracuse,Syracuse,5/29/17,12:26 a.m.,400 block Delaware St   Syracuse,NA,NA
Robbery,700 block S  Salina St,Syracuse,Syracuse,5/29/17,1:15 p.m.,700 block S  Salina St   Syracuse,NA,NA
Robbery,200 block Massena St,Syracuse,Syracuse,5/29/17,10:10 p.m.,200 block Massena St   Syracuse,NA,NA
Aggravated assault,100 block Holland St,Syracuse,Syracuse,5/28/17,8:20 a.m.,100 block Holland St   Syracuse,NA,NA
Arson,1800 block E  Fayette St,Syracuse,Syracuse,5/28/17,7:36 a.m.,1800 block E  Fayette St   Syracuse,NA,NA
Burglary,100 block John St,Syracuse,Syracuse,5/28/17,7:00 p.m.-1:00 a.m.,100 block John St   Syracuse,NA,NA
Burglary,3300 block Burnet Av,Syracuse,Syracuse,5/28/17,8:49 a.m.,3300 block Burnet Av   Syracuse,NA,NA
Burglary,100 block W  Matson Av,Syracuse,Syracuse,5/28/17,12:00 p.m.-4:28 p.m.,100 block W  Matson Av   Syracuse,NA,NA
Burglary,100 block Croton Ter,Syracuse,Syracuse,5/28/17,5:00 p.m.-3:00 p.m.,100 block Croton Ter   Syracuse,NA,NA
Burglary,300 block Wilkinson St,Syracuse,Syracuse,5/28/17,4:30 p.m.-4:45 p.m.,300 block Wilkinson St   Syracuse,NA,NA
Burglary,700 block Ostrom Av,Syracuse,Syracuse,5/28/17,11:13 p.m.,700 block Ostrom Av   Syracuse,NA,NA
Larceny,4700 block Onondaga Blvd,Syracuse,Syracuse,5/28/17,1:05 a.m.,4700 block Onondaga Blvd   Syracuse,NA,NA
Larceny,600 block Butternut St,Syracuse,Syracuse,5/28/17,11:20 a.m.,600 block Butternut St   Syracuse,NA,NA
Larceny,3800 block S  Salina St,Syracuse,Syracuse,5/28/17,11:31 a.m.,3800 block S  Salina St   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,5/28/17,6:33 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,300 block E  Washington St,Syracuse,Syracuse,5/28/17,6:30 p.m.-8:00 p.m.,300 block E  Washington St   Syracuse,NA,NA
Larceny,1600 block Park St,Syracuse,Syracuse,5/28/17,6:30 p.m.-8:30 p.m.,1600 block Park St   Syracuse,NA,NA
Larceny,300 block Seymour St,Syracuse,Syracuse,5/28/17,1:00 a.m.-9:00 a.m.,300 block Seymour St   Syracuse,NA,NA
Larceny,500 block Nottingham Rd,Syracuse,Syracuse,5/28/17,8:30 a.m.-10:00 a.m.,500 block Nottingham Rd   Syracuse,NA,NA
Larceny,4300 block S  Salina St,Syracuse,Syracuse,5/28/17,11:15 p.m.-4:15 p.m.,4300 block S  Salina St   Syracuse,NA,NA
Larceny,200 block N  Clinton St,Syracuse,Syracuse,5/28/17,1:00 p.m.-6:20 p.m.,200 block N  Clinton St   Syracuse,NA,NA
Robbery,900 block Highland St,Syracuse,Syracuse,5/28/17,11:10 p.m.,900 block Highland St   Syracuse,NA,NA
Vehicle theft,3100 block S  Salina St,Syracuse,Syracuse,5/28/17,4:29 p.m.,3100 block S  Salina St   Syracuse,NA,NA
Vehicle theft,0 block Burnet Park Dr,Syracuse,Syracuse,5/28/17,7:30 p.m.,0 block Burnet Park Dr   Syracuse,NA,NA
Burglary,100 block Edtim Rd,Syracuse,Syracuse,5/27/17,8:00 p.m.-10:00 a.m.,100 block Edtim Rd   Syracuse,NA,NA
Burglary,300 block Ostrom Av,Syracuse,Syracuse,5/27/17,12:41 p.m.,300 block Ostrom Av   Syracuse,NA,NA
Burglary,1100 block W  Onondaga St,Syracuse,Syracuse,5/27/17,9:00 a.m.-7:30 p.m.,1100 block W  Onondaga St   Syracuse,NA,NA
Burglary,700 block Schuyler St,Syracuse,Syracuse,5/27/17,2:30 a.m.,700 block Schuyler St   Syracuse,NA,NA
Larceny,100 block Roney Ln,Syracuse,Syracuse,5/27/17,3:58 a.m.,100 block Roney Ln   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,5/27/17,11:00 a.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,1200 block S  State St,Syracuse,Syracuse,5/27/17,10:00 p.m.-12:45 p.m.,1200 block S  State St   Syracuse,NA,NA
Larceny,200 block W  Lafayette Av,Syracuse,Syracuse,5/27/17,12:00 p.m.,200 block W  Lafayette Av   Syracuse,NA,NA
Larceny,200 block Milburn Dr,Syracuse,Syracuse,5/27/17,1:15 p.m.,200 block Milburn Dr   Syracuse,NA,NA
Larceny,3000 block James St,Syracuse,Syracuse,5/27/17,3:00 p.m.,3000 block James St   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,5/27/17,8:49 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,300 block Elm St,Syracuse,Syracuse,5/27/17,12:00 p.m.,300 block Elm St   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,5/27/17,10:00 a.m.-3:00 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,400 block Beattie St,Syracuse,Syracuse,5/27/17,10:45 a.m.-12:45 p.m.,400 block Beattie St   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,5/27/17,3:30 p.m.-3:35 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Murder,400 block Shonnard St,Syracuse,Syracuse,5/27/17,3:51 p.m.,400 block Shonnard St   Syracuse,NA,NA
Vehicle theft,500 block S  State St,Syracuse,Syracuse,5/27/17,12:47 p.m.,500 block S  State St   Syracuse,NA,NA
Vehicle theft,500 block Valley Dr,Syracuse,Syracuse,5/27/17,9:10 p.m.,500 block Valley Dr   Syracuse,NA,NA
Burglary,1900 block E  Fayette St,Syracuse,Syracuse,5/26/17,3:09 p.m.,1900 block E  Fayette St   Syracuse,NA,NA
Burglary,300 block Kramer Dr,Syracuse,Syracuse,5/26/17,8:10 a.m.-11:30 a.m.,300 block Kramer Dr   Syracuse,NA,NA
Burglary,0 block Presidential Plz,Syracuse,Syracuse,5/26/17,9:30 a.m.-7:00 p.m.,0 block Presidential Plz   Syracuse,NA,NA
Larceny,300 block Hawley Av,Syracuse,Syracuse,5/26/17,12:19 a.m.,300 block Hawley Av   Syracuse,NA,NA
Larceny,100 block Gertrude St,Syracuse,Syracuse,5/26/17,11:10 a.m.,100 block Gertrude St   Syracuse,NA,NA
Larceny,200 block W  Jefferson St,Syracuse,Syracuse,5/26/17,4:08 p.m.,200 block W  Jefferson St   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,5/26/17,4:44 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,5/26/17,5:02 p.m.,1 block Destiny Usa Dr   Syracuse,NA,NA
Larceny,2500 block Erie Blvd E,Syracuse,Syracuse,5/26/17,5:38 p.m.,2500 block Erie Blvd E   Syracuse,NA,NA
Larceny,100 block Dewitt St,Syracuse,Syracuse,5/26/17,1:00 a.m.-10:25 a.m.,100 block Dewitt St   Syracuse,NA,NA
Robbery,100 block E  Raynor Av,Syracuse,Syracuse,5/26/17,4:45 p.m.,100 block E  Raynor Av   Syracuse,NA,NA
Robbery,200 block Hastings Pl,Syracuse,Syracuse,5/26/17,8:45 p.m.,200 block Hastings Pl   Syracuse,NA,NA
Vehicle theft,200 block E  Water St,Syracuse,Syracuse,5/26/17,12:02 a.m.,200 block E  Water St   Syracuse,NA,NA
Aggravated assault,900 block Bellevue Av,Syracuse,Syracuse,5/25/17,1:29 a.m.,900 block Bellevue Av   Syracuse,NA,NA
Aggravated assault,900 block Glenwood Av,Syracuse,Syracuse,5/25/17,10:32 a.m.,900 block Glenwood Av   Syracuse,NA,NA
Aggravated assault,300 block Whittier Av,Syracuse,Syracuse,5/25/17,12:34 p.m.,300 block Whittier Av   Syracuse,NA,NA
